number_of_times,rssi
230,-56.00
231,-56.00
232,-56.00
233,-56.00
234,-56.00
235,-56.00
236,-56.00
237,-56.00
238,-56.00
239,-56.00
240,-56.00
241,-56.00
242,-56.00
243,-56.00
244,-56.00
245,-55.00
246,-55.00
247,-55.00
248,-55.00
249,-55.00
250,-55.00
251,-55.00
252,-55.00
253,-55.00
254,-55.00
255,-55.00
256,-55.00
257,-55.00
258,-55.00
259,-55.00
260,-55.00
261,-55.00
262,-55.00
263,-55.00
264,-55.00
265,-55.00
266,-55.00
267,-54.00
268,-54.00
269,-55.00
270,-55.00
271,-55.00
272,-55.00
273,-55.00
274,-55.00
275,-55.00
276,-56.00
277,-56.00
278,-55.00
279,-56.00
280,-56.00
281,-55.00
282,-55.00
283,-56.00
284,-56.00
285,-56.00
286,-56.00
287,-56.00
288,-56.00
289,-56.00
290,-55.00
291,-55.00
292,-55.00
293,-55.00
294,-55.00
295,-55.00
296,-56.00
297,-56.00
298,-56.00
299,-56.00
300,-54.00
301,-54.00
302,-54.00
303,-54.00
304,-55.00
305,-55.00
306,-54.00
307,-55.00
308,-55.00
309,-55.00
310,-55.00
311,-55.00
312,-55.00
313,-56.00
314,-56.00
315,-57.00
316,-55.00
317,-56.00
318,-55.00
319,-54.00
320,-55.00
321,-55.00
322,-55.00
323,-54.00
324,-55.00
325,-54.00
326,-55.00
327,-55.00
328,-55.00
329,-55.00
330,-54.00
331,-55.00
332,-55.00
333,-54.00
334,-55.00
335,-55.00
336,-54.00
337,-55.00
338,-55.00
339,-55.00
340,-55.00
341,-54.00
342,-55.00
343,-55.00
344,-55.00
345,-55.00
346,-55.00
347,-56.00
348,-55.00
349,-56.00
350,-55.00
351,-55.00
352,-55.00
353,-55.00
354,-55.00
355,-55.00
356,-55.00
357,-55.00
358,-55.00
359,-55.00
360,-56.00
361,-56.00
362,-56.00
363,-56.00
364,-56.00
365,-56.00
366,-56.00
367,-57.00
368,-56.00
369,-56.00
370,-57.00
371,-56.00
372,-56.00
373,-56.00
374,-56.00
375,-56.00
376,-56.00
377,-56.00
378,-57.00
379,-56.00
380,-56.00
381,-56.00
382,-56.00
383,-56.00
384,-56.00
385,-56.00
386,-56.00
387,-57.00
388,-56.00
389,-56.00
390,-56.00
391,-56.00
392,-56.00
393,-56.00
394,-56.00
395,-56.00
396,-56.00
397,-55.00
398,-55.00
399,-55.00
400,-56.00
401,-56.00
402,-55.00
403,-55.00
404,-55.00
405,-55.00
406,-55.00
407,-56.00
408,-56.00
409,-55.00
410,-55.00
411,-55.00
412,-55.00
413,-55.00
414,-54.00
415,-55.00
416,-55.00
417,-55.00
418,-55.00
419,-55.00
420,-55.00
421,-55.00
422,-51.00
423,-58.00
424,-54.00
425,-55.00
426,-56.00
427,-57.00
428,-55.00
429,-56.00
430,-57.00
431,-57.00
432,-57.00
433,-57.00
434,-57.00
435,-58.00
436,-57.00
437,-57.00
438,-57.00
439,-57.00
440,-57.00
441,-57.00
442,-57.00
443,-57.00
444,-57.00
445,-57.00
446,-57.00
447,-56.00
448,-57.00
449,-57.00
450,-57.00
451,-57.00
452,-57.00
453,-56.00
454,-57.00
455,-63.00
456,-63.00
457,-58.00
458,-58.00
459,-58.00
460,-57.00
461,-58.00
462,-58.00
463,-58.00
464,-58.00
465,-58.00
466,-58.00
467,-58.00
468,-58.00
469,-58.00
470,-58.00
471,-58.00
472,-58.00
473,-57.00
474,-56.00
475,-56.00
476,-56.00
477,-56.00
478,-56.00
479,-56.00
480,-56.00
481,-56.00
482,-56.00
483,-56.00
484,-56.00
485,-56.00
486,-56.00
487,-56.00
488,-56.00
489,-56.00
490,-56.00
491,-56.00
492,-55.00
493,-55.00
494,-55.00
495,-55.00
496,-55.00
497,-54.00
498,-56.00
499,-55.00
500,-55.00
501,-55.00
502,-55.00
503,-55.00
504,-55.00
505,-56.00
506,-56.00
507,-56.00
508,-56.00
509,-55.00
510,-56.00
511,-55.00
512,-56.00
513,-55.00
514,-56.00
515,-56.00
516,-55.00
517,-56.00
518,-56.00
519,-56.00
520,-56.00
521,-55.00
522,-56.00
523,-56.00
524,-56.00
525,-55.00
526,-55.00
527,-56.00
528,-55.00
529,-56.00
530,-56.00
531,-55.00
532,-56.00
533,-56.00
534,-56.00
535,-56.00
536,-56.00
537,-55.00
538,-55.00
539,-55.00
540,-55.00
541,-56.00
542,-55.00
543,-56.00
544,-55.00
545,-55.00
546,-55.00
547,-55.00
548,-55.00
549,-55.00
550,-55.00
551,-55.00
552,-56.00
553,-56.00
554,-56.00
555,-56.00
556,-55.00
557,-55.00
558,-55.00
559,-55.00
560,-54.00
561,-54.00
562,-54.00
563,-54.00
564,-54.00
565,-53.00
566,-54.00
567,-55.00
568,-53.00
569,-54.00
570,-54.00
571,-55.00
572,-55.00
573,-54.00
574,-54.00
575,-55.00
576,-55.00
577,-55.00
578,-55.00
579,-54.00
580,-53.00
581,-54.00
582,-55.00
583,-55.00
584,-55.00
585,-54.00
586,-55.00
587,-55.00
588,-55.00
589,-55.00
590,-55.00
591,-55.00
592,-55.00
593,-56.00
594,-56.00
595,-56.00
596,-56.00
597,-57.00
598,-56.00
599,-56.00
600,-56.00
601,-57.00
602,-57.00
603,-56.00
604,-55.00
605,-57.00
606,-56.00
607,-55.00
608,-55.00
609,-56.00
610,-56.00
611,-56.00
612,-56.00
613,-55.00
614,-55.00
615,-55.00
616,-54.00
617,-53.00
618,-53.00
619,-54.00
620,-53.00
621,-55.00
622,-53.00
623,-53.00
624,-53.00
625,-53.00
626,-54.00
627,-53.00
628,-54.00
629,-55.00
630,-55.00
631,-55.00
632,-55.00
633,-55.00
634,-54.00
635,-53.00
636,-57.00
637,-54.00
638,-54.00
639,-54.00
640,-54.00
641,-54.00
642,-54.00
643,-54.00
644,-60.00
645,-56.00
646,-55.00
647,-55.00
648,-55.00
649,-55.00
650,-55.00
651,-55.00
652,-57.00
653,-56.00
654,-55.00
655,-55.00
656,-55.00
657,-54.00
658,-54.00
659,-55.00
660,-54.00
661,-55.00
662,-54.00
663,-54.00
664,-55.00
665,-54.00
666,-55.00
667,-55.00
668,-53.00
669,-53.00
670,-55.00
671,-54.00
672,-54.00
673,-53.00
674,-55.00
675,-56.00
676,-58.00
677,-57.00
678,-61.00
679,-57.00
680,-56.00
681,-57.00
682,-56.00
683,-56.00
684,-56.00
685,-57.00
686,-57.00
687,-58.00
688,-56.00
689,-57.00
690,-56.00
691,-57.00
692,-57.00
693,-56.00
694,-56.00
695,-57.00
696,-58.00
697,-58.00
698,-58.00
699,-58.00
700,-57.00
701,-57.00
702,-65.00
703,-57.00
704,-57.00
705,-57.00
706,-57.00
707,-57.00
708,-57.00
709,-56.00
710,-57.00
711,-57.00
712,-58.00
713,-58.00
714,-56.00
715,-56.00
716,-58.00
717,-56.00
718,-56.00
719,-57.00
720,-57.00
721,-56.00
722,-57.00
723,-56.00
724,-56.00
725,-56.00
726,-55.00
727,-55.00
728,-56.00
729,-55.00
730,-54.00
731,-55.00
732,-55.00
733,-57.00
734,-56.00
735,-58.00
736,-58.00
737,-56.00
738,-58.00
739,-57.00
740,-56.00
741,-56.00
742,-56.00
743,-56.00
744,-56.00
745,-56.00
746,-56.00
747,-56.00
748,-56.00
749,-57.00
750,-57.00
751,-56.00
752,-56.00
753,-56.00
754,-56.00
755,-56.00
756,-56.00
757,-56.00
758,-56.00
759,-56.00
760,-56.00
761,-56.00
762,-56.00
763,-56.00
764,-56.00
765,-56.00
766,-56.00
767,-56.00
768,-56.00
769,-54.00
770,-56.00
771,-56.00
772,-59.00
773,-59.00
774,-59.00
775,-59.00
776,-60.00
777,-59.00
778,-59.00
779,-60.00
780,-60.00
781,-60.00
782,-58.00
783,-58.00
784,-57.00
785,-57.00
786,-58.00
787,-57.00
788,-57.00
789,-58.00
790,-57.00
791,-57.00
792,-59.00
793,-57.00
794,-56.00
795,-58.00
796,-57.00
797,-60.00
798,-57.00
799,-56.00
800,-57.00
801,-57.00
802,-56.00
803,-56.00
804,-56.00
805,-61.00
806,-57.00
807,-59.00
808,-58.00
809,-56.00
810,-59.00
811,-59.00
812,-59.00
813,-59.00
814,-57.00
815,-58.00
816,-57.00
817,-58.00
818,-56.00
819,-57.00
820,-57.00
821,-57.00
822,-57.00
823,-57.00
824,-57.00
825,-57.00
826,-56.00
827,-56.00
828,-56.00
829,-56.00
830,-56.00
831,-56.00
832,-56.00
833,-56.00
834,-56.00
835,-56.00
836,-56.00
837,-56.00
838,-56.00
839,-56.00
840,-56.00
841,-57.00
842,-57.00
843,-57.00
844,-57.00
845,-56.00
846,-56.00
847,-57.00
848,-56.00
849,-56.00
850,-56.00
851,-56.00
852,-56.00
853,-57.00
854,-56.00
855,-58.00
856,-56.00
857,-57.00
858,-57.00
859,-57.00
860,-58.00
861,-58.00
862,-57.00
863,-58.00
864,-57.00
865,-57.00
866,-57.00
867,-57.00
868,-61.00
869,-56.00
870,-57.00
871,-56.00
872,-57.00
873,-57.00
874,-56.00
875,-56.00
876,-55.00
877,-56.00
878,-57.00
879,-59.00
880,-62.00
881,-55.00
882,-56.00
883,-57.00
884,-58.00
885,-59.00
886,-58.00
887,-57.00
888,-59.00
889,-56.00
890,-58.00
891,-58.00
892,-55.00
893,-57.00
894,-58.00
895,-56.00
896,-57.00
897,-58.00
898,-57.00
899,-57.00
900,-58.00
901,-58.00
902,-57.00
903,-57.00
904,-58.00
905,-58.00
906,-59.00
907,-58.00
908,-57.00
909,-59.00
910,-57.00
911,-58.00
912,-57.00
913,-58.00
914,-58.00
915,-58.00
916,-58.00
917,-57.00
918,-58.00
919,-57.00
920,-58.00
921,-57.00
922,-57.00
923,-58.00
924,-58.00
925,-59.00
926,-58.00
927,-58.00
928,-55.00
929,-58.00
930,-57.00
931,-58.00
932,-57.00
933,-58.00
934,-59.00
935,-57.00
936,-57.00
937,-57.00
938,-57.00
939,-58.00
940,-57.00
941,-57.00
942,-58.00
943,-57.00
944,-58.00
945,-57.00
946,-57.00
947,-59.00
948,-58.00
949,-56.00
950,-57.00
951,-57.00
952,-57.00
953,-60.00
954,-60.00
955,-57.00
956,-57.00
957,-57.00
958,-57.00
959,-59.00
960,-57.00
961,-56.00
962,-58.00
963,-56.00
964,-57.00
965,-58.00
966,-58.00
967,-58.00
968,-58.00
969,-58.00
970,-58.00
971,-58.00
972,-58.00
973,-58.00
974,-57.00
975,-57.00
976,-57.00
977,-57.00
978,-58.00
979,-57.00
980,-57.00
981,-59.00
982,-58.00
983,-57.00
984,-58.00
985,-60.00
986,-65.00
987,-58.00
988,-58.00
989,-58.00
990,-58.00
991,-59.00
992,-59.00
993,-59.00
994,-58.00
995,-58.00
996,-57.00
997,-57.00
998,-59.00
999,-59.00
1000,-59.00
1001,-59.00
1002,-59.00
1003,-59.00
1004,-59.00
1005,-59.00
1006,-59.00
1007,-59.00
1008,-59.00
1009,-59.00
1010,-59.00
1011,-58.00
1012,-58.00
1013,-58.00
1014,-59.00
1015,-62.00
1016,-55.00
1017,-55.00
1018,-56.00
1019,-56.00
1020,-56.00
1021,-56.00
1022,-57.00
1023,-57.00
1024,-57.00
1025,-57.00
1026,-56.00
1027,-57.00
1028,-56.00
1029,-56.00
1030,-57.00
1031,-56.00
1032,-56.00
1033,-58.00
1034,-58.00
1035,-58.00
1036,-57.00
1037,-57.00
1038,-57.00
1039,-56.00
1040,-57.00
1041,-57.00
1042,-56.00
1043,-57.00
1044,-57.00
1045,-57.00
1046,-57.00
1047,-58.00
1048,-57.00
1049,-57.00
1050,-57.00
1051,-56.00
1052,-56.00
1053,-56.00
1054,-56.00
1055,-57.00
1056,-56.00
1057,-56.00
1058,-56.00
1059,-56.00
1060,-57.00
1061,-56.00
1062,-56.00
1063,-57.00
1064,-57.00
1065,-56.00
1066,-56.00
1067,-56.00
1068,-55.00
1069,-56.00
1070,-56.00
1071,-56.00
1072,-57.00
1073,-56.00
1074,-57.00
1075,-57.00
1076,-56.00
1077,-57.00
1078,-55.00
1079,-56.00
1080,-56.00
1081,-57.00
1082,-56.00
1083,-56.00
1084,-57.00
1085,-57.00
1086,-56.00
1087,-57.00
1088,-57.00
1089,-56.00
1090,-57.00
1091,-57.00
1092,-58.00
1093,-56.00
1094,-56.00
1095,-56.00
1096,-57.00
1097,-57.00
1098,-57.00
1099,-57.00
1100,-55.00
1101,-55.00
1102,-54.00
1103,-58.00
1104,-57.00
1105,-57.00
1106,-57.00
1107,-55.00
1108,-56.00
1109,-56.00
1110,-55.00
1111,-57.00
1112,-56.00
1113,-58.00
1114,-58.00
1115,-57.00
1116,-57.00
1117,-57.00
1118,-57.00
1119,-57.00
1120,-56.00
1121,-56.00
1122,-55.00
1123,-55.00
1124,-57.00
1125,-55.00
1126,-55.00
1127,-55.00
1128,-55.00
1129,-55.00
1130,-54.00
1131,-56.00
1132,-56.00
1133,-56.00
1134,-56.00
1135,-56.00
1136,-56.00
1137,-55.00
1138,-55.00
1139,-57.00
1140,-56.00
