number_of_times,rssi
687,-55.00
688,-55.00
689,-55.00
690,-55.00
691,-55.00
692,-55.00
693,-55.00
694,-55.00
695,-56.00
696,-55.00
697,-55.00
698,-55.00
699,-55.00
700,-55.00
701,-55.00
702,-54.00
703,-55.00
704,-55.00
705,-55.00
706,-55.00
707,-55.00
708,-55.00
709,-55.00
710,-55.00
711,-55.00
712,-55.00
713,-55.00
714,-55.00
715,-55.00
716,-55.00
717,-55.00
718,-55.00
719,-56.00
720,-55.00
721,-56.00
722,-55.00
723,-55.00
724,-55.00
725,-56.00
726,-55.00
727,-55.00
728,-55.00
729,-56.00
730,-55.00
731,-56.00
732,-55.00
733,-55.00
734,-55.00
735,-55.00
736,-55.00
737,-55.00
738,-55.00
739,-55.00
740,-56.00
741,-56.00
742,-56.00
743,-56.00
744,-56.00
745,-56.00
746,-55.00
747,-55.00
748,-55.00
749,-56.00
750,-55.00
751,-55.00
752,-55.00
753,-56.00
754,-55.00
755,-56.00
756,-55.00
757,-55.00
758,-55.00
759,-55.00
760,-55.00
761,-55.00
762,-56.00
763,-55.00
764,-56.00
765,-56.00
766,-55.00
767,-56.00
768,-55.00
769,-56.00
770,-55.00
771,-55.00
772,-56.00
773,-56.00
774,-55.00
775,-56.00
776,-56.00
777,-55.00
778,-56.00
779,-55.00
780,-56.00
781,-56.00
782,-55.00
783,-56.00
784,-56.00
785,-56.00
786,-56.00
787,-55.00
788,-55.00
789,-55.00
790,-55.00
791,-56.00
792,-55.00
793,-56.00
794,-55.00
795,-55.00
796,-55.00
797,-55.00
798,-55.00
799,-56.00
800,-57.00
801,-57.00
802,-57.00
803,-56.00
804,-57.00
805,-57.00
806,-57.00
807,-57.00
808,-57.00
809,-57.00
810,-57.00
811,-57.00
812,-57.00
813,-57.00
814,-57.00
815,-57.00
816,-57.00
817,-57.00
818,-57.00
819,-57.00
820,-57.00
821,-57.00
822,-57.00
823,-58.00
824,-57.00
825,-57.00
826,-57.00
827,-57.00
828,-56.00
829,-57.00
830,-57.00
831,-57.00
832,-57.00
833,-57.00
834,-58.00
835,-57.00
836,-57.00
837,-57.00
