,short_distance,medium_distance,long_distance
mean,-45.9777020749458,-51.30207587687902,-58.70229451060122
std_dev,2.625439984923475,2.7213279407865865,3.272082351497511
variance,6.892935114434975,7.405625761305764,10.706522914981479
skewness,0.9488687108447542,0.8560231780416587,-0.11917941432613709
kurtosis,-0.6193107819910364,-0.7863749985706696,-1.6921226513934202
