LocationID, x_estimated, y_estimated
001, 3, 6
001, 4, 7
001, 2, 6
001, 4, 7
001, 4, 7
001, 4, 2
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
001, 4, 6
