LocationID, x_estimated, y_estimated
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 5, 5
001, 4, 1
001, 4, 1
001, 5, 5
001, 5, 1
001, 5, 1
001, 5, 1
001, 4, 1
