LocationID, x_estimated, y_estimated
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
001, 4, 4
