LocationID, x_estimated, y_estimated
001, 9, 5
001, 7, 2
001, 9, 5
001, 7, 2
001, 7, 2
001, 8, 5
001, 8, 5
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 7, 2
001, 9, 2
001, 7, 2
001, 1, 4
001, 9, 2
001, 4, 6
001, 8, 5
001, 8, 5
001, 4, 6
001, 9, 3
001, 9, 3
