distance (m)
3.71519
5.29276
4.02006
1.69295
5.98279
8.07028
5.03581
5.09144
10.4335
2.30558
3.43466
4.3272
6.13864
2.76896
2.53691
5.085
3.80582
2.4066
5.6671
7.05209
5.30127
4.18419
3.79709
5.92576
9.80394
3.26921
3.09952
35.4143
5.7882
6.8349
5.91978
7.06622
6.92861
1.84724
3.71924
5.12715
3.81505
6.67068
3.13211
5.27355
4.54553
5.49362
3.72521
23.0346
2.75255
8.16848
3.63932
11.9988
7.08834
3.81285
6.37455
5.48457
3.22941
8.03787
6.22488
5.0085
10.0761
7.22921
2.86789
4.99314
9.74119
10.2685
6.21952
5.55186
4.47591
6.86841
4.22488
5.97742
3.77426
2.93974
8.30877
8.19494
5.59657
4.20511
4.41688
11.7577
6.60335
5.40073
4.86141
5.45082
2.54217
2.27706
4.66111
9.89903
2.55955
5.12324
5.81187
2.57287
6.66571
4.90446
3.07656
3.06726
4.05577
4.72195
6.49535
3.4243
2.80591
2.97636
3.18828
21.5839
1.988
7.40849
5.33731
10.8698
4.37898
3.34459
12.513
14.2725
6.32778
8.17358
11.7957
6.02122
4.86445
7.47707
3.30259
15.6202
4.21103
5.09915
10.7509
6.10304
12.1743
21.9912
4.28307
15.3595
44.3236
7.79715
5.93968
5.2782
5.94715
8.88585
3.57099
12.2381
2.93908
16.2024
6.28525
9.52335
3.65158
4.10955
2.87328
5.84643
2.73529
4.44998
6.47559
10.299
4.66635
5.81769
12.7522
5.46822
17.3252
4.91211
6.33738
9.74188
6.51305
7.97746
5.11958
17.1167
4.21214
5.13324
9.2155
4.4406
3.0878
4.03961
1.78993
1.0662
3.71716
8.20363
7.85397
2.44709
6.66213
1.07576
9.01155
2.49169
6.36891
0.893771
3.80791
6.51567
9.25932
5.88035
5.65545
5.58946
3.53713
13.0527
5.99638
5.66499
2.50687
4.41393
3.79324
8.68863
5.49926
6.25527
5.2883
4.41319
5.79931
18.3803
3.09271
5.5302
2.03949
7.32522
4.1533
5.40623
5.39486
3.79301
10.3506
7.42975
0.714846
4.14417
3.59606
3.92656
4.19429
5.08673
3.30919
8.24821
7.77858
9.67389
5.84055
10.0726
3.90694
5.22835
3.67218
4.80054
3.81405
5.32556
5.04183
8.3811
5.79095
4.85317
4.11844
8.22118
11.3123
8.51297
10.0957
7.63356
9.41788
9.25335
3.5444
14.0992
9.44932
3.62545
3.1924
5.35663
17.3735
3.14617
1.82096
4.80831
2.47123
7.32835
6.23107
4.21917
2.94965
10.8348
3.87446
2.57746
2.29566
2.59882
3.05627
1.55216
11.7417
16.9143
4.63334
2.3338
8.71954
3.09763
7.51274
2.45523
7.16551
7.02386
3.09854
9.16698
3.9662
11.8306
3.85368
6.15657
4.647
5.88173
4.58154
5.48677
2.44465
5.33761
36.1324
3.12425
7.00736
11.2539
6.86977
7.33349
2.68166
3.5175
9.75461
1.59525
3.21014
2.2923
3.60832
3.70013
6.70885
1.9642
10.6845
5.94093
7.33795
11.7315
2.40783
3.03385
3.17223
3.24583
6.04157
4.4838
