distance (m)
9.8666
4.16494
18.2703
12.6575
5.01305
3.39156
3.97702
6.46811
6.31407
3.35577
3.4127
4.13912
5.86923
5.92405
5.726
7.18522
4.67703
1.56587
5.65874
3.79734
3.32219
5.78403
7.83837
3.36136
5.99529
1.5337
4.77974
3.01215
3.24423
6.4289
13.1032
15.7618
1.45039
5.01146
2.75645
3.79351
1.80279
2.14265
2.4308
2.60751
9.88154
1.93848
5.33648
5.73953
3.04779
3.95844
3.03891
8.60353
6.48851
3.48576
2.81004
5.1057
6.68978
3.80727
3.56507
4.06513
13.0483
6.37866
3.46827
2.78913
8.41521
11.6832
2.01683
2.26066
4.37998
2.51385
14.0737
7.64766
1.54769
1.30937
0.806039
3.55599
4.62882
7.47107
1.61822
2.85646
10.5626
3.17497
3.43207
2.62749
7.10573
10.363
5.66942
3.38474
8.6608
2.67038
3.18646
2.15104
4.84394
2.09613
3.48892
13.0498
14.0487
8.01608
1.0941
2.5095
10.6408
5.73563
9.43855
4.28785
3.73678
8.73645
12.6678
1.11388
5.23011
2.50278
2.1019
7.02886
4.12956
5.69654
5.74769
3.24038
5.52228
2.95173
4.56459
2.5592
34.2827
4.00132
4.75725
4.00876
7.55624
1.90676
4.49206
6.39692
4.63102
5.95355
5.81147
6.44113
3.06739
3.56545
2.54529
24.1484
2.45382
3.85574
1.40893
10.2722
3.05233
4.48692
6.59932
2.41061
2.93622
2.4762
7.70937
3.08795
2.23119
10.6398
5.53033
2.67685
6.66084
2.18289
1.96766
1.41725
3.23381
4.63743
3.21909
10.6891
1.27893
4.97222
4.15535
4.42171
1.78109
3.80557
6.61356
3.9767
4.02318
14.6743
7.05306
5.28926
14.3205
6.84366
3.92675
6.81635
1.70807
2.77807
2.73618
