distance (m)
5.89984
1.91377
4.50194
1.60602
1.56891
2.38257
5.63603
3.93333
4.37944
5.47198
3.15654
15.3334
4.46571
7.51113
4.60692
2.69764
2.26824
23.1734
3.88771
4.10937
5.55503
3.92422
4.61072
4.37919
4.12338
14.6466
1.92254
6.80965
5.46463
2.53314
5.73991
4.39257
10.5716
9.46494
2.17105
2.56079
12.6107
6.28879
2.35559
11.2868
5.39184
5.76418
21.9066
11.2723
2.82706
2.29236
1.67998
6.4916
8.61905
3.22656
8.64204
2.17267
9.07424
9.41587
1.44746
1.66663
4.8299
8.22315
4.39344
6.66564
6.14441
7.21032
3.22391
10.9193
10.6275
8.60772
1.81347
8.45448
19.4146
9.88645
4.35785
11.4052
9.16065
8.90807
1.7004
10.714
7.34612
3.50369
3.06424
1.14976
3.30228
8.7944
13.0398
8.09561
5.12525
5.08855
4.48798
6.81176
4.24592
14.2605
11.7443
2.98732
5.1033
4.2523
4.6196
2.75263
11.7625
1.34958
4.6352
6.79572
9.09291
2.6575
5.21281
2.81078
6.14998
1.12583
5.04677
5.11062
6.03046
6.79998
6.92122
7.75039
5.63878
2.19247
14.7155
2.96651
11.9292
2.53038
1.03417
3.64656
3.98555
4.2934
6.41261
10.8353
2.98331
3.05414
6.43258
1.55684
4.3106
4.57005
3.78958
5.59613
6.97394
1.23071
10.3117
3.57871
2.18617
3.14006
2.23295
4.35232
14.5625
12.6832
8.2674
6.1766
21.0061
5.41287
7.3675
7.79395
3.62272
9.85819
7.04004
4.29956
6.48218
5.95414
13.7834
2.55754
3.47836
8.9153
4.38355
7.87593
4.57957
2.69478
1.5353
2.52729
7.76857
2.65367
7.80475
8.11873
6.14876
3.30842
20.4348
9.35348
6.90408
7.65662
6.22058
4.85861
11.8643
4.09731
2.21855
5.52477
3.73642
3.64862
37.8402
14.4311
6.42566
5.86806
2.49566
7.77025
5.76276
7.95041
1.44839
4.04248
6.49067
6.81903
7.36712
3.29206
1.82015
4.12431
3.72303
1.69585
7.24081
1.40156
3.3054
6.66256
5.3178
11.819
3.49467
6.10688
7.35004
2.51595
6.32501
4.03271
3.64479
4.30191
8.2287
4.8757
13.2034
9.41899
1.83499
3.39066
10.0296
3.64028
5.93034
1.341
1.60004
2.28271
7.97592
10.4448
7.97121
7.43035
16.4195
2.27392
10.3943
7.37466
6.30181
