distance (m)
3.35384
4.77265
2.5538
1.46529
10.7255
3.93165
2.62153
2.68163
20.2992
2.4374
2.27909
8.16433
4.7282
11.0924
8.20303
5.31499
1.64899
6.51818
4.08566
5.11276
8.87503
2.87141
4.15533
3.68321
7.50907
4.34074
11.4248
6.55555
1.34295
4.37174
0.805991
3.918
17.2332
2.17842
6.76047
8.94579
2.87538
3.04613
2.21039
3.35889
2.92486
7.2643
6.15766
2.77591
8.48533
3.20968
4.37135
6.72237
6.49435
4.83573
6.40736
3.56872
6.17925
5.31945
11.5679
7.03903
6.2209
4.66977
3.2617
1.13159
6.6753
6.18915
2.76443
6.14808
2.38099
7.04523
6.37949
3.73795
7.45047
6.17529
16.2704
3.15183
6.17839
7.20587
0.86193
3.4397
3.15659
3.51744
1.87449
1.56884
7.59022
5.29206
4.30338
1.63216
4.10816
1.50973
4.38483
3.16389
2.37797
2.84897
7.48396
13.2303
1.53763
2.52204
3.3801
2.77315
2.2457
4.23314
4.1457
7.17524
3.98032
2.74807
3.72486
3.02332
4.92305
4.89772
8.33244
6.6206
1.99701
2.3923
4.56191
1.74992
2.78759
1.67655
1.90421
1.32496
6.46951
4.03224
1.41584
12.1733
1.33811
4.39084
4.35277
4.29016
1.58802
3.35793
4.31898
17.8051
5.61423
0.855896
7.07501
2.51085
3.56815
1.82145
11.6003
2.00573
4.24644
1.72567
2.49248
2.83606
3.65362
5.00839
5.84194
4.71818
2.68452
1.887
3.36201
5.49157
3.62528
2.26711
3.45494
3.30365
4.92699
5.5456
1.71848
0.607511
3.69401
9.22516
3.18238
3.09408
2.05615
4.07625
3.37456
3.18179
1.90886
3.87301
11.2081
2.87224
1.72463
2.9535
13.3398
9.58718
1.57038
5.36254
3.70011
2.69118
4.79809
3.273
3.1219
3.15974
4.18807
2.3367
17.2357
2.9448
1.24892
7.20378
3.30365
1.6912
7.1095
9.97233
2.15441
4.96115
2.44115
2.97198
2.10337
3.45223
6.59622
2.12099
3.44787
4.63224
3.8784
10.4892
3.01613
6.90378
5.94415
2.69846
1.53884
4.56555
9.0495
3.17367
3.02781
3.34398
1.39752
9.62891
1.44374
1.80108
1.27163
1.61273
1.68408
7.03993
3.66863
3.89684
8.71596
3.46422
3.4788
3.07426
1.53083
6.05839
2.34152
5.78165
1.62854
7.17947
5.91439
5.08662
2.51915
0.861075
3.34543
