distance (m)
3.69021
6.47153
3.13994
4.574
12.2325
7.56053
2.30946
4.26743
2.83671
4.45226
4.7866
13.4446
2.11682
1.17716
3.20184
5.16707
3.05102
4.43287
5.18325
19.8035
4.79993
3.39226
2.65972
1.47475
1.259
6.53259
5.02159
3.95749
7.53894
9.10218
3.76571
3.4056
2.22236
2.22567
3.91003
4.11341
1.78424
2.92709
3.3797
1.71593
2.50366
9.38199
5.22358
1.92891
6.34036
2.86974
1.67841
1.81344
3.43836
3.82778
4.6986
4.28801
3.27334
6.68118
4.83649
6.32273
11.3951
7.89897
2.38042
2.71845
2.13057
4.72305
4.84744
3.16491
4.18644
4.66549
1.9568
5.35507
4.38227
4.28163
4.7913
3.30534
7.02096
7.22899
3.77638
5.18391
3.22221
3.10411
5.0845
2.17418
5.95863
3.17498
3.27314
6.9529
9.40275
3.46878
5.30776
2.98737
6.36857
6.53808
10.6965
0.656734
8.2501
3.36814
4.24415
5.7227
2.59999
3.20323
4.96514
3.34008
1.98866
11.9018
16.1917
9.45553
3.65326
9.28697
1.83613
0.612528
0.744508
1.34325
6.04706
3.37063
2.31499
4.00005
3.30246
3.58581
1.97946
5.01144
2.55554
2.64207
7.73522
3.99413
9.69426
3.77593
5.51977
10.4882
4.56239
5.32292
9.30185
3.03803
16.2967
6.34488
5.76473
2.97321
2.3176
7.67464
2.61423
3.52912
4.79641
7.68316
3.3897
3.86169
2.04345
3.25362
5.35912
7.30339
7.48304
6.60666
5.21886
5.09308
3.57032
1.54288
5.21463
2.9386
2.69883
4.34106
1.50602
4.89722
5.67815
3.48886
3.17556
5.72078
2.74738
3.06813
2.60408
2.6223
7.7663
3.62514
7.80959
2.19415
1.61733
3.55212
6.27352
7.12589
5.78671
6.08261
6.47876
3.10349
6.19772
5.51223
6.04789
1.91337
14.327
2.47833
6.30994
3.74663
3.19273
23.9195
7.52697
4.12821
8.94703
1.97781
3.90303
1.74738
4.6993
8.40399
6.47105
5.75874
6.05317
2.70789
8.10825
12.6787
3.66257
4.44991
1.57703
4.26802
8.3384
14.825
5.73897
24.2409
5.0531
3.80264
2.94523
4.92472
4.67217
6.90096
5.0634
7.37563
8.52447
3.3815
4.02094
9.52914
6.01401
7.13603
11.1729
1.91835
18.4829
2.77758
3.30751
2.25828
3.17667
7.21362
1.45573
2.85522
6.28171
2.28036
4.76286
12.7319
5.51431
1.61555
2.98534
2.59223
14.5067
1.67672
7.77965
2.2707
2.99347
5.05496
9.23838
4.46309
7.08692
2.45408
5.64173
2.0508
2.77795
8.07301
1.40918
3.81606
4.09078
6.33419
21.1784
15.1403
5.60681
2.04327
6.98475
12.3243
1.58087
8.60451
3.92333
4.27751
6.83884
4.20172
2.68527
3.88785
1.3917
2.27899
4.3887
4.36824
1.61033
4.38759
4.36366
7.84697
3.02782
2.45783
9.09615
5.31593
2.09915
2.82259
1.38151
4.8605
2.73441
3.80663
2.57813
2.51358
6.69515
10.3698
2.18486
9.17499
2.26368
2.85849
2.91028
3.14883
12.3495
8.37186
1.83627
8.54164
8.42285
5.83078
4.61861
8.69036
2.83037
8.58652
4.22416
6.19818
5.36221
3.077
1.90489
3.23748
8.38926
4.32789
4.87044
0.887902
11.7752
17.6829
2.11246
1.59834
3.76614
4.66329
8.87073
2.9002
5.8462
4.42702
4.06227
10.4414
14.7646
5.28171
6.20081
4.11287
10.0508
5.76295
4.21464
4.23315
6.48614
10.6693
13.8821
2.91254
2.22319
2.85992
5.03176
5.44639
10.5385
9.11687
4.31708
7.85314
4.3182
3.4672
5.70948
1.94079
3.88846
4.45507
3.98033
2.48295
2.17469
12.41
2.64768
7.10853
5.17586
6.35754
9.40257
4.31735
3.89234
1.97798
8.53872
2.66556
7.62248
2.26132
4.24832
5.53192
4.18613
4.5877
1.13176
4.67937
5.68605
2.67046
6.91913
14.2093
5.91681
7.19641
7.58666
3.66658
12.2833
1.58938
3.09977
20.146
1.0215
2.24305
5.22042
3.25815
6.26121
4.83275
4.0837
2.12732
1.21025
8.97251
5.94879
1.4917
3.54306
