distance (m)
5.69643
2.63103
3.23074
1.92328
6.95413
3.27136
2.55066
7.61036
4.28917
2.87962
5.04845
8.01121
3.12713
3.65199
4.81032
6.03708
5.49617
7.97255
10.2765
6.22792
1.64309
8.59264
3.60384
4.01889
6.23463
1.00609
3.43001
3.06718
1.87035
16.6704
0.669949
4.16556
3.0714
7.56218
3.70924
7.31857
2.27206
3.88015
2.85869
2.35421
3.60681
8.48766
3.68042
4.83706
3.59582
8.18611
6.76169
7.84948
6.3767
3.54381
8.25967
5.26291
5.2448
3.22739
4.5721
1.5677
12.9202
5.897
3.80584
9.21303
11.217
3.52145
6.28415
2.44187
4.79097
1.22495
2.10555
5.50956
6.39594
1.73309
5.30385
3.98746
9.81019
3.35983
5.07977
7.19541
2.64212
6.46942
4.37631
2.15329
2.92186
1.68973
2.9141
2.8584
12.504
3.04566
3.70055
4.66263
15.2246
2.28672
6.16412
4.56035
18.6436
4.11222
7.53465
1.88431
4.76272
3.27109
4.80108
1.91151
1.41538
5.81019
9.03668
17.0548
9.69641
6.79492
2.41685
1.85683
7.86363
6.28017
2.69477
6.05274
3.73865
1.7349
4.18257
6.47792
7.24187
1.90421
2.01893
13.3722
3.33597
8.64034
2.87199
3.80693
6.09321
6.85712
6.86506
9.48867
4.56623
19.7653
2.09309
7.30658
6.61513
19.3857
4.8175
13.9659
6.8147
1.96908
4.48535
3.65098
2.08707
6.76122
8.03947
4.75667
5.8455
4.73957
8.86633
3.25292
5.44965
3.92342
2.28613
6.00783
5.97344
6.81413
7.94884
10.4352
1.60907
1.79276
3.41042
2.49472
2.35708
4.49796
5.04136
4.13524
0.875149
6.69263
1.70086
3.72567
3.11171
4.98893
1.3157
1.79855
5.71493
3.28219
8.88646
6.02413
10.0215
5.0917
4.04972
21.6066
3.28601
1.95234
1.5538
7.16573
6.69527
6.58257
1.96294
4.24736
5.81679
2.35135
2.41634
2.44338
9.20187
9.4596
6.15581
9.60358
8.28385
3.49836
4.21629
5.50106
3.70546
3.74197
5.26235
1.38607
3.10329
4.60013
4.84135
3.58283
4.19279
2.05334
5.5081
3.61784
3.5699
3.80451
5.97775
6.72914
6.15109
5.48795
