distance (m)
21.543
1.81189
1.95508
1.77483
8.94951
11.3644
4.9929
6.7341
5.17529
5.10746
1.29971
4.89829
9.74677
8.02369
4.27348
2.7354
3.37737
6.45451
4.45573
2.70613
3.15695
6.57542
5.92837
3.08026
4.47406
4.32724
3.35377
13.7137
5.75107
7.03451
4.64875
4.62213
7.58417
2.63118
16.7549
1.39994
8.78662
2.01472
11.6635
10.567
2.48641
2.78619
1.65822
10.6829
2.06329
4.51904
4.8926
5.63568
5.90462
2.57384
12.4115
6.9284
3.3348
3.62542
3.52169
4.69598
2.56112
3.47056
7.67866
6.95072
5.61993
11.6504
4.45852
2.93495
5.87782
8.33746
1.5369
1.40272
12.1306
1.91208
2.8193
3.42977
2.13484
2.75148
5.30957
4.07128
10.9681
2.73485
2.60614
5.83379
6.15154
7.87365
7.95471
15.3717
6.08889
4.57808
4.33209
3.02847
13.8714
4.54927
8.19446
7.28151
10.4322
3.5028
11.0312
2.5001
2.66389
3.38786
2.0518
4.67337
2.18979
12.6346
3.25735
5.25299
1.76022
1.43724
7.78142
11.6105
1.05837
3.98386
0.840619
6.32265
6.10754
3.89496
6.87762
3.61022
1.74752
4.79326
3.37734
3.07404
4.09773
4.01706
3.70113
3.66677
2.01896
2.49311
8.54762
4.99791
3.82305
10.3797
2.33889
11.4348
1.22985
9.56582
6.16827
7.23139
12.7112
3.33046
3.45063
5.13449
2.64091
3.29776
4.71862
4.12904
4.50184
6.32977
4.63971
1.5068
1.61034
31.5614
1.99931
4.44611
7.5
14.8246
3.82972
3.683
7.57525
3.78527
3.31273
3.43731
5.04092
5.56315
8.38983
3.96832
9.64344
6.25003
3.39973
2.54568
4.95364
2.50891
2.06269
4.3406
4.27709
2.02563
1.46866
4.46381
1.83857
2.41762
0.883941
2.53172
2.99096
2.87912
4.38576
4.06438
26.0114
7.07633
12.2987
5.59238
2.66222
3.23815
1.22055
2.67061
1.61904
6.19918
4.74825
1.76642
3.42624
3.23815
3.07249
8.75123
1.57622
3.49963
6.618
4.79299
7.84107
3.98695
4.22943
1.3236
6.14966
3.66851
2.77783
4.84527
7.04823
8.06791
2.57271
7.21997
2.66226
10.6521
9.1435
4.98545
7.82004
1.59271
4.02664
2.31092
4.35756
11.3289
3.89544
4.63805
8.27565
7.73775
8.58623
12.6799
6.35136
2.85638
13.3303
6.06574
1.8312
1.25311
6.6291
13.8947
2.95679
3.784
4.68154
7.17206
8.27601
8.27033
4.95855
2.1242
2.60601
11.4439
13.363
2.42596
1.76538
1.75841
4.09436
12.5083
1.44704
2.19541
4.55716
3.97635
3.16804
6.81398
2.13508
2.89091
7.46646
9.02366
2.02056
