distance (m)
2.40636
1.37316
2.85436
5.24265
5.6634
0.963851
5.69336
3.3533
2.72512
3.12627
1.60467
3.82826
3.79544
3.68342
5.4189
4.81821
4.16745
4.24981
3.88679
5.79874
1.87561
3.00294
5.63686
10.2176
2.37724
5.00181
4.03594
5.27364
6.50813
3.67379
2.19449
6.74701
3.00204
5.48012
3.02414
3.89648
3.87587
2.27422
2.41723
5.14205
1.54408
2.4582
3.78178
6.19345
4.60688
1.3811
4.42369
3.62683
3.90077
6.57675
4.21696
2.69144
4.37095
1.18136
8.11261
2.21353
1.25583
6.51437
9.29663
0.922482
4.16167
2.12838
2.10086
5.68344
2.4978
4.79733
4.19551
2.89289
3.40065
1.10633
4.34655
1.09794
2.74047
1.08022
1.94853
10.1567
2.49864
2.93436
2.00551
2.55627
2.80114
4.59267
4.82269
5.74406
3.16778
3.73795
1.49552
1.62949
4.33207
1.90735
4.44868
2.26353
1.90527
3.58283
2.18177
8.04891
1.182
4.97811
1.4805
2.03949
4.4359
2.45334
1.6528
3.81894
2.8565
0.693367
1.59439
4.43617
1.05545
1.52088
1.92972
4.10337
2.66882
10.4192
2.42561
2.86602
5.01967
2.54395
1.46874
1.98043
3.48621
1.40823
4.83839
1.38231
1.48649
1.30965
1.37814
9.32041
2.77034
4.00999
9.03679
2.56582
8.88292
3.91515
2.92767
6.31653
2.72388
1.08029
6.00122
3.03509
2.84752
3.15722
4.59968
2.15398
3.43783
3.50629
2.66297
1.36181
3.97619
9.49704
3.31988
7.04659
3.82282
2.40434
2.87635
1.7127
2.55435
2.59536
7.7262
4.21393
1.78295
1.94586
4.61566
1.70426
3.76061
3.93393
4.36478
2.7251
2.26674
2.4459
1.56113
4.83656
5.90573
1.70595
1.50838
6.46429
1.59753
3.38217
7.72812
5.16654
1.31251
3.09913
3.59388
1.58462
2.23082
1.23138
5.73987
0.828044
5.10091
3.47334
2.94273
4.35487
6.63508
5.23131
2.96346
1.42881
1.88284
3.94102
4.38181
7.69127
6.96795
2.08059
1.25622
2.39765
1.51695
4.04997
3.9806
3.47514
4.1909
3.95343
2.14227
1.71963
4.96972
2.36297
4.99776
2.92143
5.3664
2.55338
2.52063
2.39329
